qseqid,frequency
Homo sapiens lncRNA for PREDICTED lncRNA (TCONS_00059028),1
"Escherichia coli strain WC1 16S ribosomal RNA gene, partial sequence",1
"Pseudogulbenkiania sp. NH8B strain NH8B 23S ribosomal RNA, complete sequence",1
"Sphingobium chlorophenolicum strain L-1 23S ribosomal RNA gene, complete sequence",1
Rhodopirellula baltica SH 1 complete genome; segment 16/24,1
"PREDICTED: Macaca fascicularis vacuolar ATPase assembly factor VMA21 (VMA21), transcript variant X2, mRNA",1
"Pleodorina japonica chloroplast gene for 16S ribosomal RNA, partial sequence, strain: NIES-577",1
"Uncultured bacterium clone nck338h04c1 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone b23 16S ribosomal RNA gene, partial sequence",1
"Streptococcus oralis strain 34 chromosome, complete genome",1
"Pyrenochaeta sp. LD-2014 strain BPI356246 28S ribosomal RNA gene, partial sequence",1
"Candidatus Nasuia deltocephalinicola strain YC chromosome, complete genome",1
"Uncultured bacterium clone F5K2Q4C04H8IS1 23S ribosomal RNA gene, partial sequence",1
"Archangium violaceum strain SDU8 chromosome, complete genome",1
"Pseudomonas stutzeri strain 19SMN4, complete genome",1
"Serinibacter arcticus strain NC146 16S ribosomal RNA gene, partial sequence",1
Homo sapiens mRNA; cDNA DKFZp686H157 (from clone DKFZp686H157),1
"Burkholderia sp. strain 87 isolated from cactus seeds 16S ribosomal RNA gene, partial sequence",1
"Uncultured organism clone ELU0008-T58-S-NI_000585 small subunit ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone HWGB-44 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04IIG9Q 23S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone BITS_HRP1_W35 16S ribosomal RNA gene, partial sequence; 16S-23S ribosomal RNA intergenic spacer, complete sequence; and 23S ribosomal RNA gene, partial sequence",1
"Klebsiella pneumoniae strain K-1L plasmid pK-1L-2, complete sequence",1
Mycobacterium xenopi partial 16S rRNA,1
"Pyramimonas olivacea plastid 16S rRNA gene (partial), ITS1, tRNA-Ile gene, tRNA-Ala gene and 23S rRNA gene (partial), strain M1668",1
"Uncultured soil bacterium clone GO0VNXF07ILHAC 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone FR1-83 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04JV3XP 23S ribosomal RNA gene, partial sequence",1
"Uncultured Enterobacteriales bacterium clone VA17_86 16S ribosomal RNA gene, partial sequence",1
"Human DNA sequence from clone RP11-312G2 on chromosome 9, complete sequence",1
"Mesorhizobium sp. NBSH29 chromosome, complete genome",1
"Homo sapiens chromosome 3 clone RP11-626A1, complete sequence",1
"Acinetobacter variabilis strain AV_175 chromosome, complete genome",1
"Bos taurus genome assembly, chromosome: 17",1
"Brachyspira pilosicoli P43/6/78, complete genome",1
"Pellita digitata clone 3 18S ribosomal RNA gene, partial sequence",1
"Acinetobacter lwoffii strain H7 chromosome, complete genome",1
"Uncultured eukaryote clone H05_SE4A 18S ribosomal RNA gene, partial sequence",1
"Catenulispora rubra strain 21LS9-103 16S ribosomal RNA gene, partial sequence",1
"uncultured fungus genomic DNA sequence contains 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene, isolate consensus03701",1
"Pelagovum pacificum strain SM1903 chromosome, complete genome",1
"Levicoleps sp. isolate Ganga river small subunit ribosomal RNA gene, partial sequence",1
"Myxozyma monticola strain NRRL Y-17726 26S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone OTU80-76 16S ribosomal RNA gene, partial sequence",1
"PREDICTED: Chlorocebus sabaeus small nucleolar RNA U3 (LOC119620379), ncRNA",1
"Uncultured Enterobacteriaceae bacterium clone DVBSW_J32 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: YU-29-B",1
"Uncultured bacterium clone nck312f03c1 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04ICABK 23S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone 24DCMB25 16S ribosomal RNA gene, partial sequence",1
"Variovorax sp. 38R chromosome, complete genome",1
"Synthetic construct Homo sapiens clone ccsbBroadEn_04492 ARHGAP11B gene, encodes complete protein",1
"Burkholderia sp. strain PBN18 16S ribosomal RNA gene, partial sequence",1
"Physarum polycephalum strain M3CVIII tRNA-Gly (trnG1), complete sequence",1
"Uncultured Comamonadaceae bacterium clone 4090 16S ribosomal RNA gene, partial sequence",1
"Rhizobium sp. X9 plasmid p.2, complete sequence",1
"Azospirillum brasilense strain NA03 16S ribosomal RNA gene, partial sequence",1
Homo sapiens cell-line LNCaP PTI-1 5' UTR-like sequence,1
"Human DNA sequence from clone RP3-520E18 on chromosome 1p34.2-36.11, complete sequence",1
"Uncultured bacterium clone F5K2Q4C04JLGQD 23S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, isolate: DGGE: 6",1
"Salmonella enterica subsp. enterica serovar Enteritidis str. EC20111175, complete genome",1
"Uncultured bacterium clone B26 16S ribosomal RNA gene, partial sequence",1
"Human DNA sequence from clone RP5-1181K21 on chromosome 6, complete sequence",1
"Leclercia adecarboxylata strain SH19PE29 chromosome, complete genome",1
"Uncultured bacterium clone OL1CinH09 16S ribosomal RNA gene, partial sequence",1
"Pseudomonas savastanoi strain MHT1 chromosome, complete genome",1
"Uncultured Massilia sp. clone GI3-S-2-D06 16S ribosomal RNA gene, partial sequence",1
"Homo sapiens chromosome unknown clone VMRC59-420O21, complete sequence",1
"Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: rS5m_44",1
"Uncultured bacterium partial 16S rRNA gene, clone BE12H_G03",1
"Uncultured Plakinidae sp. clone Elev_18S_603 18S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone nbw533c09c1 16S ribosomal RNA gene, partial sequence",1
"Candidatus Sulfurimonas marisnigri strain SoZ1 chromosome, complete genome",1
"Pseudooceanicola algae strain Lw-13e chromosome, complete genome",1
Homo sapiens 3 BAC CTD-2002J20 (Cal Tech Human BAC Library D) complete sequence,1
"Uncultured planctomycete clone IC_E10 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone AC30790h09 16S ribosomal RNA gene, partial sequence",1
"Paenibacillus jilunlii strain LG-Z7 16S ribosomal RNA gene, partial sequence",1
"Human adenovirus C strain DD28, complete genome",1
"Escherichia coli strain 811034 chromosome, complete genome",1
"Uncultured bacterium clone F5K2Q4C04JTOKW 23S ribosomal RNA gene, partial sequence",1
"Croceicoccus marinus strain OT19 chromosome, complete genome",1
"Uncultured Xanthobacter sp. partial 16S rRNA gene, clone c3-3",1
"Uncultured bacterium clone NBFF164 23S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04JZZS9 23S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone nbw517d11c1 16S ribosomal RNA gene, partial sequence",1
"Synthetic construct Homo sapiens clone ccsbBroadEn_07828 GOLGA8A gene, encodes complete protein",1
"Candidatus Kaistella beijingensis strain PM-38 chromosome, complete genome",1
"Uncultured bacterium clone AOUQB 16S ribosomal RNA gene, partial sequence",1
"Providencia vermicola strain CF-S13 16S ribosomal RNA gene, partial sequence",1
"Homo sapiens POM121 transmembrane nucleoporin like 6, pseudogene (POM121L6P) on chromosome 6",1
"Uncultured bacterium clone F5K2Q4C04IKCQF 23S ribosomal RNA gene, partial sequence",1
"Hydrogenophaga sp. YM1 chromosome, complete genome",1
"Pseudomonas sp. strain DCB125 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone RKtaTu2914 16S ribosomal RNA gene, partial sequence",1
"Bacillus thuringiensis strain DEG11 16S ribosomal RNA gene, partial sequence",1
"Escherichia coli THO-003 DNA, complete genome",1
"Uncultured bacterium clone ncd311d04c1 16S ribosomal RNA gene, partial sequence",1
"Human DNA sequence from clone RP11-575L7 on chromosome 9, complete sequence",1
"Ensifer adhaerens strain E-60 plasmid p-2, complete sequence",1
"Spirosoma sp. KNUC1025 chromosome, complete genome",1
"Chlorosarcina stigmatica strain UTEX 962 26S ribosomal RNA gene, partial sequence",1
"Homo sapiens SPARC related modular calcium binding 1 (SMOC1), RefSeqGene on chromosome 14",1
"Salmonella enterica subsp. enterica strain H36 chromosome, complete genome",1
"Weissella cibaria strain SD123 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04IT3FK 23S ribosomal RNA gene, partial sequence",1
"Synthetic construct Homo sapiens clone ccsbBroadEn_11661 KDM4B gene, encodes complete protein",1
"Uncultured bacterium clone BE326FW120712BH2_bact_16S_rRNA_OTU17 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone nck94b03c1 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium partial 16S rRNA gene, clone B1_18",1
"Rhizobium subbaraonis strain R 12 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone GD3::G9RA0RH03GETVZ 16S ribosomal RNA gene, partial sequence",1
"Homo sapiens BAC clone CH17-231K7 from chromosome 10, complete sequence",1
"Uncultured bacterium clone nck141e04c1 16S ribosomal RNA gene, partial sequence",1
"Rhodopirellula sp. SM34 16S ribosomal RNA gene, complete sequence; and 16S-23S ribosomal RNA intergenic spacer, partial sequence",1
"Paradevosia shaoguanensis strain J5-3 chromosome, complete genome",1
"Uncultured bacterium partial 16S rRNA gene, clone HMW-S2186",1
"uncultured fungus genomic DNA sequence contains 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2, 28S rRNA gene, isolate consensus04223",1
"Halomonas campaniensis strain LS21, complete genome",1
"Homo sapiens clone 41 nuclear pore complex-interacting protein (NPIP) mRNA, partial cds",1
"Synthetic construct Homo sapiens clone ccsbBroadEn_07416 MED17 gene, encodes complete protein",1
Ralstonia pickettii strain FDAARGOS_1535 chromosome 2,1
"Homo sapiens FOSMID clone ABC16-149I15 from chromosome 2, complete sequence",1
"Human DNA sequence from clone RP5-933K21 on chromosome 6q25.2-26, complete sequence",1
"Homo sapiens poly(ADP-ribose) polymerase 2 (PARP2), RefSeqGene on chromosome 14",1
"Polaromonas sp. strain S_WE.SI089 16S ribosomal RNA gene, partial sequence",1
"Comamonas jiangduensis strain B2 16S ribosomal RNA gene, partial sequence",1
"Homo sapiens HERC2 pseudogene 3 (HERC2P3), non-coding RNA",1
"Pan troglodytes chromosome X clone PTB-96F20 map human ortholog p11.4, complete sequence",1
"Uncultured bacterium clone Pohang_WWTP_February.2006_1569 16S ribosomal RNA gene, partial sequence",1
"Poteriospumella lacustris strain Yongseonkyo072317C3 leucoplast, complete genome",1
"PREDICTED: Saimiri boliviensis boliviensis zinc finger MYM-type containing 4 (ZMYM4), transcript variant X4, mRNA",1
Citrobacter werkmanii strain FDAARGOS_1524 chromosome,1
"Uncultured Rhodobacteraceae bacterium clone TDNP_LSbc97_66_2_140 16S ribosomal RNA gene, partial sequence",1
"Human DNA sequence from clone RP11-298J20 on chromosome 10, complete sequence",1
"Pantoea sp. At-9b chromosome, complete genome",1
"PREDICTED: Camelus bactrianus lysine methyltransferase 5A (KMT5A), mRNA",1
"Synthetic construct Homo sapiens clone ccsbBroadEn_14873 UBB gene, encodes complete protein",1
"Human DNA sequence from clone RP11-321C24 on chromosome 13, complete sequence",1
"Hirschia baltica strain ATCC 59814 23S ribosomal RNA gene, complete sequence",1
"Anaerococcus prevotii strain DSM 20548 23S ribosomal RNA gene, complete sequence",1
"Uncultured bacterium clone F5K2Q4C04H8V98 23S ribosomal RNA gene, partial sequence",1
"Uncultured beta proteobacterium clone B-30-37 16S ribosomal RNA gene, partial sequence",1
"Escherichia coli strain G1/2 chromosome, complete genome",1
"PREDICTED: Hordeum vulgare subsp. vulgare 28S ribosomal RNA (LOC123400303), rRNA",1
"Janthinobacterium sp. acr41 16S ribosomal RNA gene, partial sequence",1
"Uncultured beta proteobacterium clone H23-6 16S ribosomal RNA gene, partial sequence",1
"Rhizobium pusense strain IRBG74 genome assembly, CHRI",1
"Pristina aequiseta 28S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone DVASD_M234 16S ribosomal RNA gene, partial sequence",1
"Staphylococcus aureus strain UNC_SaCF11 chromosome, complete genome",1
"Helicobacter pylori strain J99 derivative isolate C2 adapted chromosome, complete genome",1
"Homo sapiens BAC clone CH17-15G18 from chromosome 9, complete sequence",1
"Homo sapiens isolate K422 mitochondrion, complete genome",1
"Homo sapiens DNA, chromosome Y, nearly complete genome",1
"Uncultured bacterium clone ncd1655g05c1 16S ribosomal RNA gene, partial sequence",1
"Mycoavidus sp. B2-EB DNA, complete genome",1
"Uncultured bacterium clone ncd270g01c1 16S ribosomal RNA gene, partial sequence",1
"Homo sapiens clone 9502 mitochondrion, complete genome",1
"Staphylococcus pasteuri strain JC1 16S ribosomal RNA gene, partial sequence",1
"Human DNA sequence from clone RP11-426L16 on chromosome 1, complete sequence",1
"Homo sapiens SLIT-ROBO Rho GTPase activating protein 2 (SRGAP2), RefSeqGene on chromosome 1",1
"Coniochaeta fodinicola strain YoF 18S ribosomal RNA gene, partial sequence",1
"Synthetic construct DNA, clone: pF1KB0069, Homo sapiens CENPE gene for centromere protein E, 312kDa, without stop codon, in Flexi system",1
"Uncultured bacterium clone F776O8Q01BB03B 16S ribosomal RNA gene, partial sequence",1
"Burkholderia gladioli strain BSR5 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium clone F5K2Q4C04IN3MW 23S ribosomal RNA gene, partial sequence",1
"Paraburkholderia caribensis strain 852011 chromosome 2, complete sequence",1
"Fusarium sp. strain MA20 small subunit ribosomal RNA gene, partial sequence",1
"Homo sapiens U2AF homology motif kinase 1 (UHMK1), transcript variant 3, mRNA",1
Homo sapiens 12 BAC RP11-365O10 (Roswell Park Cancer Institute Human BAC Library) complete sequence,1
"Human DNA sequence from clone RP11-108P2 on chromosome 1, complete sequence",1
"Uncultured bacterium clone nbw908f10c1 16S ribosomal RNA gene, partial sequence",1
Homo sapiens 12 BAC RP11-693J15 (Roswell Park Cancer Institute Human BAC Library) complete sequence,1
Agrobacterium tumefaciens LBA4213 (Ach5) circular chromosome,1
"Staphylococcus haemolyticus strain CU37-21 16S ribosomal RNA gene, partial sequence",1
"Marinobacter nanhaiticus strain W13124 16S ribosomal RNA gene, partial sequence",1
"Synthetic construct Homo sapiens clone ccsbBroadEn_04318 MND1 gene, encodes complete protein",1
"Homo sapiens multiple coagulation factor deficiency 2, ER cargo receptor complex subunit (MCFD2), RefSeqGene (LRG_566) on chromosome 2",1
"PREDICTED: Saimiri boliviensis boliviensis cyclin dependent kinase 13 (CDK13), transcript variant X2, mRNA",1
"Homo sapiens chromosome 3 clone RP11-844E22, complete sequence",1
"Leuconostoc mesenteroides strain HBUAS53573 16S ribosomal RNA gene, partial sequence",1
"Human DNA sequence from clone RP11-182I23 on chromosome 1, complete sequence",1
"Homo sapiens cytochrome P450 family 27 subfamily A member 1 (CYP27A1), RefSeqGene on chromosome 2; nuclear gene for mitochondrial product",1
"Uncultured bacterium clone GD25::G9RA0RH03HDDL7 16S ribosomal RNA gene, partial sequence",1
"Desulfovibrio marrakechensis strain HAQ-7 16S ribosomal RNA gene, partial sequence",1
"Rouxiella badensis subsp. acadiensis strain C173 chromosome, complete genome",1
"Fungal sp. JH 37 genomic DNA containing 18S rRNA gene, ITS1, 5.8S rRNA gene, ITS2 and 28S rRNA gene, strain JH 37",1
"Homo sapiens clone FOS_0076, complete sequence",1
Comamonas sp. Y33R10-2 chromosome,1
Homo sapiens mRNA; cDNA DKFZp781K2286 (from clone DKFZp781K2286),1
"Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: rS25m_81",1
"Uncultured bacterium clone aab39g11 16S ribosomal RNA gene, partial sequence",1
"Uncultured bacterium gene for 16S ribosomal RNA, partial sequence, clone: LABsmLI065",1
Uncultured gamma proteobacterium HF0010_20H22 genomic sequence,1
"Uncultured Shewanella sp. clone LP1-D16 16S ribosomal RNA gene, partial sequence",1
"Roseiflexus sp. RS-1, complete genome",1
"Homo sapiens chromosome 3 clone RP11-447A21, complete sequence",1
"Micrococcus luteus strain anQ-m1 chromosome, complete genome",1
"Uncultured bacterium clone Len371 16S ribosomal RNA gene, partial sequence",1
"Haemophilus influenzae PittGG, complete genome",1
"Uncultured bacterium clone GB4XUSJ08JWRMJ 16S ribosomal RNA gene, partial sequence",1
"Synthetic construct Homo sapiens clone ccsbBroadEn_13633 PI4KAP2 gene, encodes complete protein",1
"Uncultured bacterium clone BICP1464 16S ribosomal RNA gene, partial sequence",1
"Synthetic construct Homo sapiens clone ccsbBroadEn_06501 KPNA2 gene, encodes complete protein",1
"Leishmania major strain Friedlin genome assembly, chromosome: 27",1
"Arcobacter butzleri ED-1 DNA, complete genome",1
"Uncultured bacterium clone F5K2Q4C04J2HQC 23S ribosomal RNA gene, partial sequence",1
"Bradyrhizobium japonicum strain SEMIA 6396 16S ribosomal RNA gene, partial sequence",1
